condition,nodes,edges,length,objVal,calcTime
95_17_10000_F,"[96, 34, 36, 74, 79, 17, 51, 52, 54, 55, 94, 95]","[(34, 17), (36, 34), (51, 52), (52, 55), (54, 51), (55, 36), (74, 54), (79, 74), (94, 79), (95, 96), (96, 94)]",9895,20.223080605999996,2.793466567993164
95_17_15000_F,"[96, 33, 34, 36, 73, 74, 77, 78, 79, 17, 51, 52, 53, 54, 55, 56, 58, 94, 95]","[(33, 36), (34, 17), (36, 34), (51, 33), (52, 54), (53, 51), (54, 74), (55, 52), (56, 55), (58, 56), (73, 53), (74, 73), (77, 78), (78, 58), (79, 77), (94, 79), (95, 96), (96, 94)]",14967,64.108777175,15.294031143188477
95_17_20000_F,"[17, 32, 33, 34, 36, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 79, 89, 91, 92, 95, 109, 110]","[(32, 33), (33, 36), (34, 17), (36, 34), (51, 32), (52, 51), (54, 52), (55, 57), (56, 55), (57, 54), (58, 56), (72, 73), (73, 74), (74, 79), (77, 78), (78, 58), (79, 77), (89, 72), (91, 89), (92, 110), (95, 92), (109, 91), (110, 109)]",19892,122.054494418,23.24675750732422
95_17_25000_F,"[17, 20, 21, 32, 33, 34, 35, 36, 37, 51, 52, 53, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 79, 80, 89, 91, 92, 95, 109, 110, 112]","[(20, 34), (21, 20), (32, 33), (33, 36), (34, 17), (35, 21), (36, 55), (37, 35), (51, 32), (52, 53), (53, 51), (54, 52), (55, 57), (56, 37), (57, 77), (58, 56), (72, 73), (73, 74), (74, 54), (77, 79), (78, 58), (79, 80), (80, 78), (89, 72), (91, 89), (92, 110), (95, 92), (109, 91), (110, 112), (112, 109)]",24999,177.540223013,112.1320858001709
95_18_spath,"[95, 96, 94, 76, 74, 54, 52, 33, 17, 18]",[],8451,0.386676982,0
95_18_10000_F,"[96, 34, 36, 74, 77, 79, 18, 20, 52, 54, 55, 94, 95]","[(20, 18), (34, 20), (36, 34), (52, 55), (54, 52), (55, 36), (74, 54), (77, 74), (79, 77), (94, 79), (95, 96), (96, 94)]",9986,19.954426819,1.6654834747314453
95_18_15000_F,"[96, 34, 36, 73, 74, 77, 78, 79, 18, 51, 20, 52, 53, 55, 54, 57, 58, 94, 95]","[(20, 18), (34, 20), (36, 34), (51, 52), (52, 55), (53, 51), (54, 74), (55, 36), (57, 54), (58, 57), (73, 53), (74, 73), (77, 78), (78, 58), (79, 77), (94, 79), (95, 96), (96, 94)]",14940,62.224334626000015,14.801349639892578
95_18_20000_F,"[18, 21, 33, 34, 35, 36, 51, 52, 55, 57, 58, 72, 73, 74, 77, 78, 79, 89, 91, 92, 95, 109, 110]","[(21, 18), (33, 36), (34, 35), (35, 21), (36, 34), (51, 33), (52, 51), (55, 52), (57, 55), (58, 57), (72, 73), (73, 74), (74, 79), (77, 78), (78, 58), (79, 77), (89, 72), (91, 89), (92, 109), (95, 110), (109, 91), (110, 92)]",19994,119.89985532200001,23.553936004638672
95_18_25000_F,"[18, 19, 21, 32, 33, 34, 35, 36, 51, 52, 54, 55, 56, 57, 58, 70, 71, 73, 74, 77, 78, 79, 80, 89, 91, 92, 95, 109, 110, 112, 116, 117]","[(19, 18), (21, 117), (32, 33), (33, 36), (34, 35), (35, 21), (36, 34), (51, 32), (52, 51), (54, 57), (55, 52), (56, 55), (57, 77), (58, 56), (70, 73), (71, 70), (73, 74), (74, 54), (77, 79), (78, 58), (79, 80), (80, 78), (89, 71), (91, 89), (92, 110), (95, 92), (109, 91), (110, 112), (112, 109), (116, 19), (117, 116)]",24770,178.15481452899996,89.76183700561523
95_19_spath,"[95, 96, 94, 76, 74, 54, 52, 36, 34, 20, 19]",[],8414,1.301550434,0
95_19_10000_F,"[96, 34, 35, 36, 74, 76, 19, 52, 21, 54, 55, 94, 95]","[(21, 19), (34, 35), (35, 21), (36, 34), (52, 55), (54, 52), (55, 36), (74, 54), (76, 74), (94, 76), (95, 96), (96, 94)]",9688,20.177382125,2.226978302001953
95_19_15000_F,"[96, 34, 35, 36, 73, 74, 77, 79, 19, 52, 21, 51, 55, 53, 54, 58, 95, 94, 57]","[(21, 19), (34, 35), (35, 21), (36, 34), (51, 52), (52, 55), (53, 51), (54, 74), (55, 36), (57, 54), (58, 57), (73, 53), (74, 73), (77, 58), (79, 77), (94, 79), (95, 96), (96, 94)]",14977,64.899469921,6.961320877075195
95_19_20000_F,"[19, 21, 34, 35, 36, 51, 52, 53, 54, 55, 56, 58, 72, 73, 74, 77, 78, 79, 89, 91, 92, 95, 109, 110]","[(21, 19), (34, 35), (35, 21), (36, 34), (51, 52), (52, 54), (53, 51), (54, 74), (55, 36), (56, 55), (58, 56), (72, 73), (73, 53), (74, 79), (77, 78), (78, 58), (79, 77), (89, 72), (91, 89), (92, 109), (95, 110), (109, 91), (110, 92)]",19891,126.407835634,17.446273803710938
95_19_25000_F,"[19, 21, 32, 33, 34, 35, 36, 37, 51, 52, 54, 55, 56, 57, 58, 70, 71, 73, 74, 77, 78, 79, 80, 89, 91, 92, 95, 109, 110, 112, 116, 117]","[(21, 117), (32, 33), (33, 36), (34, 37), (35, 21), (36, 34), (37, 35), (51, 32), (52, 51), (54, 57), (55, 52), (56, 55), (57, 77), (58, 56), (70, 73), (71, 70), (73, 74), (74, 54), (77, 79), (78, 58), (79, 80), (80, 78), (89, 71), (91, 89), (92, 110), (95, 92), (109, 91), (110, 112), (112, 109), (116, 19), (117, 116)]",24882,183.63657720199996,42.88921928405762
95_104_spath,"[95, 92, 91, 106, 105, 104]",[],7376,0.35834703,0
95_104_10000_F,"[104, 105, 106, 108, 109, 110, 89, 91, 92, 95]","[(89, 91), (91, 109), (92, 89), (95, 110), (105, 104), (106, 105), (108, 106), (109, 108), (110, 92)]",9755,10.153559098999997,7.812049865722656
